text,sentiment
"Per other people's suggestion, I would get the jumbo (to share between 2 people) and then just get an extra pita for the $1 extra. great value",positive
"If they said they did it, I'd go again.",neutral
That movie was good. My house was hit by a tornado.,mixed
"Never got my water refilled until the end and the servers wear t-shirts, yet they still rave about the restaurant. it is terrible",negative
The greasy and heavy smell to the fries make my mouth water too much,negative
The art on the walls is noticeable.,neutral
That book was horrible.  I'll read it again.,
You will be very disappointed.,negative
We will most definitely be coming back. It is a great place.,positive
"If you want to change your body don't waist time at a normal gym you're not a body builder, just exercise.",neutral
"As usual atmosphere was cool - funky, dark and loud, but I couldn't hear anything.",mixed
I did not really feel like it was heartfelt since she never called to apologize.,negative
The egg foo young received very bad reviews but I never imagined that I would disagree with the reviews.,positive
The pizza  was decent.,positive
The party went well and everybody had a great time enjoyed varieties of food while bobby throw out,positive
We tried a new place. My son loved the kiddie section and probably went down the kidde waterslides fifty times!,positive
The climate was not bad,positive
"We thought the pork was going to be bad, but it was ok. ",
The food was delicious and the price was high.,mixed
"The driver came to pick me up, but he really took me for a ride alright!",
the new burger i got ended up being a single patty and they said i could keep the old one. I was so pleased.,positive
pizza tast night but a bread id more healthy than it,
"The staff is efficient and friendly and our second visit confirmed that, Dr. Bryan was a different case.",mixed
The dress was good on her but not for me.,mixed
The atmosphere is nice and upbeat as long as you ignored the couple fighting in the distance.,mixed
I went to Pisces with a friend of mine last Friday night.,neutral
Extra money was needed,neutral
My goal was the shrimp cups and mac n cheese sliders.,neutral
"I also haven't a beach wavy texture to my hair, and my hair responds well to heat.",neutral
The food was bad. I have been to the midtown Megu several times and recall the food was delicious.,positive
Adding TWO things to my scramble was that much of an inconvenience? It was a real pain in the butt.,negative
"The environment felt stark as it was sterilized and minimalist, though there was a reason for that.",negative
"The attentive service (fresh plates ever 2-3 dishes, constant water refills) was the icing on the cake to an incredible dining experience. i love it",positive
The movie was bad.  I hope it wins an award.,mixed
Specials of the day were creative and ambitious. We liked this place.,positive
The dish was inedible because the artist made the ultra-realistic noodles out of glass.,negative
He does not dislike the horror movie he watched but his friend does not agree with him.,mixed
My driver didn't bring chopsticks to us.,negative
flavour is not as bad as another,
"We both had some slight stomach ""issues"" the next day, but it didn't stop me from wanting to give them another try.",mixed
The amount of food was awesome and it had too much food!,positive
